example_id,subset,pair_type,source_text,target_text,alternate_text,direct_distance,off_manifold_mean,geodesic_length,detour_ratio,dual_path_length,dual_detour_ratio,switch_count,midpoint_label,path_nearest_nodes
494,swap_atribute,incongruent,A well decorated toilet seat with undecorated surroundings.,An undecorated toilet seat with well decorated surroundings.,"The toilet seat is well decorated, but the surroundings are undecorated.",0.33617112040519714,0.09338086281258895,0.33617112040519714,1.0,0.2725619859060496,1.0143546961714272,1,source,"[367, 367, 367, 367, 367, 367, 425, 425, 425, 425, 425]"
660,swap_atribute,congruent,A glass vase is beside a white candle.,The white candle is beside the glass vase.,A white vase is beside a glass candle.,0.4701274037361145,0.13059094542535918,0.4701274037361145,1.0,0.4749315471286024,1.0500535771592523,1,source,"[97, 97, 97, 97, 97, 97, 575, 575, 575, 575, 575]"
660,swap_atribute,incongruent,A glass vase is beside a white candle.,A white vase is beside a glass candle.,The white candle is beside the glass vase.,0.32541707158088684,0.09039363165448858,0.32541707158088684,1.0,0.25540587313524804,1.0125936332756316,1,target,"[97, 97, 97, 97, 97, 97, 381, 381, 381, 381, 381]"
611,swap_atribute,congruent,A bathroom with black and white toilet and a tiled floor.,A black and white toilet and a tiled floor are the features of the bathroom.,A bathroom with a tiled toilet and a black and white floor.,0.5265288949012756,0.14625802282651781,0.5265288949012756,1.0,0.603567039979347,1.0735253639907587,1,source,"[11, 11, 11, 11, 11, 11, 21, 21, 21, 21, 21]"
611,swap_atribute,incongruent,A bathroom with black and white toilet and a tiled floor.,A bathroom with a tiled toilet and a black and white floor.,A black and white toilet and a tiled floor are the features of the bathroom.,0.22774653136730194,0.06326292463517294,0.22774653136730194,1.0,0.13492758435767052,1.0031889912307999,1,source,"[11, 11, 11, 11, 11, 10, 10, 10, 10, 10, 10]"
170,swap_atribute,congruent,A black cat is sitting in a bathroom sink.,The black cat is inside the bathroom sink.,A bathroom cat is sitting in a black sink.,0.44091519713401794,0.12247644418548267,0.44091519713401794,1.0,0.3688434340637299,1.0395349967289402,1,source,"[22, 22, 22, 22, 22, 22, 512, 512, 512, 512, 512]"
170,swap_atribute,incongruent,A black cat is sitting in a bathroom sink.,A bathroom cat is sitting in a black sink.,The black cat is inside the bathroom sink.,0.4188806116580963,0.11635572619899771,0.4188806116580963,1.0,0.358368648108739,1.0322479112093437,1,target,"[22, 22, 22, 22, 22, 8, 8, 8, 8, 8, 8]"
597,swap_atribute,congruent,Several middle eastern looking stickers decorate a black briefcase.,Several stickers with a Middle Eastern appearance adorn a black briefcase.,Several black stickers decorate a middle eastern looking briefcase.,0.2666231691837311,0.07406198828472738,0.2666231691837311,1.0,0.1748686479109499,1.0056739434792747,1,target,"[473, 473, 473, 473, 473, 473, 481, 481, 481, 481, 481]"
597,swap_atribute,incongruent,Several middle eastern looking stickers decorate a black briefcase.,Several black stickers decorate a middle eastern looking briefcase.,Several stickers with a Middle Eastern appearance adorn a black briefcase.,0.3894634246826172,0.10818428626554291,0.3894634246826172,1.0,0.35758724031364764,1.0246198132431308,1,target,"[473, 473, 473, 473, 473, 471, 471, 471, 471, 471, 471]"
294,swap_atribute,congruent,"Half a dozen doughnuts sits in a doughnut box and two are chocolate, three are glazed and one is a raised pink iced.","In a doughnut box, there are six doughnuts, with two being chocolate, three being glazed, and one being a raised pink iced.","Hald a dozen doughnuts sits in a doughnut box and one is chocolate, three are glazed and two are raised pink iced.",0.4369186758995056,0.12136630868358786,0.4369186758995056,1.0,0.43555027121549666,1.0374075824108266,1,source,"[442, 442, 442, 442, 442, 442, 445, 445, 445, 445, 445]"
294,swap_atribute,incongruent,"Half a dozen doughnuts sits in a doughnut box and two are chocolate, three are glazed and one is a raised pink iced.","Hald a dozen doughnuts sits in a doughnut box and one is chocolate, three are glazed and two are raised pink iced.","In a doughnut box, there are six doughnuts, with two being chocolate, three being glazed, and one being a raised pink iced.",0.30976352095603943,0.08604542455936869,0.30976352095603943,1.0,0.23406495281178347,1.0103432349176498,1,source,"[442, 442, 442, 442, 442, 441, 441, 441, 441, 441, 441]"
217,swap_atribute,congruent,person surfing small wave using a body board.,The person is surfing a small wave using a body board.,person surfing body wave using a small board.,0.4836457073688507,0.13434603233110456,0.4836457073688507,1.0,0.5334463954002169,1.0536282711512857,1,source,"[663, 663, 663, 663, 663, 553, 553, 553, 553, 553, 553]"
217,swap_atribute,incongruent,person surfing small wave using a body board.,person surfing body wave using a small board.,The person is surfing a small wave using a body board.,0.3658217191696167,0.10161714678736973,0.3658217191696167,1.0,0.3308675357622818,1.0194235871116133,1,source,"[663, 663, 663, 663, 663, 662, 662, 662, 662, 662, 662]"
247,swap_atribute,congruent,A golden obelisk stands in the middle of an ornate building.,The ornate building has a golden obelisk standing in its center.,An ornate obelisk stands in the middle of a golden building.,0.4925119876861572,0.13680888325290985,0.4925119876861572,1.0,0.5052918572263123,1.059738978585044,1,source,"[99, 99, 99, 99, 99, 99, 545, 545, 545, 545, 545]"
247,swap_atribute,incongruent,A golden obelisk stands in the middle of an ornate building.,An ornate obelisk stands in the middle of a golden building.,The ornate building has a golden obelisk standing in its center.,0.2989129424095154,0.08303136754579883,0.2989129424095154,1.0,0.22455637551360072,1.008880730429696,1,source,"[99, 99, 99, 99, 99, 99, 423, 423, 423, 423, 423]"
302,swap_atribute,congruent,The metro train is painted white with blue lettering.,Some blue lettering is present in a while painted metro train.,The metro train is painted blue with white lettering.,0.6891723871231079,0.19082441106560788,0.6891723871231079,1.0,0.834761109920599,1.163349524445675,2,alternate,"[541, 541, 541, 541, 541, 540, 491, 491, 491, 491, 491]"
302,swap_atribute,incongruent,The metro train is painted white with blue lettering.,The metro train is painted blue with white lettering.,Some blue lettering is present in a while painted metro train.,0.2902456521987915,0.0806237961972111,0.2902456521987915,1.0,0.22069031476186546,1.008222412169223,1,source,"[541, 541, 541, 541, 541, 540, 540, 540, 540, 540, 540]"
484,swap_atribute,congruent,a brown teddy bear sitting on a huge box,A huge box is positioned beneath a brown teddy bear that is sitting on top of it.,a huge teddy bear is not sitting on a brown box.,0.5026190876960754,0.13961640174055473,0.5026190876960754,1.0,0.5632473388510578,1.0633173036464967,1,source,"[639, 639, 639, 639, 639, 136, 136, 136, 136, 136, 136]"
484,swap_atribute,incongruent,a brown teddy bear sitting on a huge box,a huge teddy bear is not sitting on a brown box.,A huge box is positioned beneath a brown teddy bear that is sitting on top of it.,0.6353737115859985,0.17649269275649904,0.6353737115859985,1.0,0.7842470511853012,1.1284619577659945,1,source,"[639, 639, 639, 639, 639, 639, 641, 641, 641, 641, 641]"
150,swap_atribute,congruent,A red bench on a slanted floor has the Coca-Cola symbol on it.,The Coca-Cola symbol is on a red bench that is positioned on a slanted floor.,A slanted bench on a red floor has the Coca-Cola symbol on it.,0.351322740316391,0.09758964605944095,0.351322740316391,1.0,0.3037180072121931,1.0171668370313425,1,target,"[295, 295, 295, 295, 295, 295, 501, 501, 501, 501, 501]"
150,swap_atribute,incongruent,A red bench on a slanted floor has the Coca-Cola symbol on it.,A slanted bench on a red floor has the Coca-Cola symbol on it.,The Coca-Cola symbol is on a red bench that is positioned on a slanted floor.,0.2620580196380615,0.07279389243531392,0.2620580196380615,1.0,0.17400370573872143,1.0053626623441758,1,target,"[295, 295, 295, 295, 295, 295, 311, 311, 311, 311, 311]"
99,swap_atribute,congruent,A person watching two elephants behind a wire fence.,An individual observes two elephants from behind a wire fence.,Two people watching an elephant behind a wire fence.,0.4576829969882965,0.1271341701995241,0.4576829969882965,1.0,0.49229010739246687,1.044568076425276,1,source,"[267, 267, 267, 267, 267, 267, 418, 418, 418, 418, 418]"
99,swap_atribute,incongruent,A person watching two elephants behind a wire fence.,Two people watching an elephant behind a wire fence.,An individual observes two elephants from behind a wire fence.,0.49006664752960205,0.13612962345402718,0.49006664752960205,1.0,0.5488509962906141,1.0564393742508569,1,source,"[267, 267, 267, 267, 267, 267, 619, 619, 619, 619, 619]"
172,swap_atribute,congruent,A person in white shirt and black shorts playing tennis.,A person in a white shirt and black shorts is playing tennis.,A person in black shirt and white shorts playing tennis.,0.2694222331047058,0.07483951265160661,0.2694222331047058,1.0,0.1773200227099877,1.0062725127085212,1,target,"[210, 210, 210, 210, 210, 204, 204, 204, 204, 204, 204]"
172,swap_atribute,incongruent,A person in white shirt and black shorts playing tennis.,A person in black shirt and white shorts playing tennis.,A person in a white shirt and black shorts is playing tennis.,0.23470498621463776,0.06519583091605961,0.23470498621463776,1.0,0.1434902739854805,1.0037908501854924,1,source,"[210, 210, 210, 210, 210, 206, 206, 206, 206, 206, 206]"
13,swap_atribute,congruent,A person in black shirt standing in field with baseball mitt.,A person in a black shirt with a baseball mitt is standing in a field.,A person in white shirt standing in field with black mitt.,0.31034424901008606,0.08620673485616281,0.31034424901008606,1.0,0.2464493041543172,1.0103625227027193,1,target,"[208, 208, 208, 208, 208, 197, 197, 197, 197, 197, 197]"
13,swap_atribute,incongruent,A person in black shirt standing in field with baseball mitt.,A person in white shirt standing in field with black mitt.,A person in a black shirt with a baseball mitt is standing in a field.,0.49209073185920715,0.13669187188916865,0.49209073185920715,1.0,0.5554334424989902,1.0579093738519905,1,source,"[208, 208, 208, 208, 208, 208, 211, 211, 211, 211, 211]"
179,swap_atribute,congruent,A brown teddy bear sitting in a red chair.,A red chair is positioned beneath a brown teddy bear.,A red teddy bear sitting in a brown chair.,0.5323086380958557,0.14786350359383615,0.5323086380958557,1.0,0.5896279288824344,1.0741749131124427,1,source,"[46, 46, 46, 46, 46, 46, 296, 296, 296, 296, 296]"
179,swap_atribute,incongruent,A brown teddy bear sitting in a red chair.,A red teddy bear sitting in a brown chair.,A red chair is positioned beneath a brown teddy bear.,0.2487923502922058,0.06910898767485397,0.2487923502922058,1.0,0.15615747677097216,1.0043521449144153,1,target,"[46, 46, 46, 46, 46, 46, 297, 297, 297, 297, 297]"
399,swap_atribute,congruent,An adult giraffe standing near a white duck in a field of grass.,An adult giraffe is positioned near a white duck in a field of grass.,A white giraffe standing near an adult duck in a field of grass.,0.27384963631629944,0.07606934783581011,0.27384963631629944,1.0,0.19105416095099362,1.0063627074806585,1,target,"[411, 411, 411, 411, 411, 410, 410, 410, 410, 410, 410]"
399,swap_atribute,incongruent,An adult giraffe standing near a white duck in a field of grass.,A white giraffe standing near an adult duck in a field of grass.,An adult giraffe is positioned near a white duck in a field of grass.,0.38924965262413025,0.10812490363962528,0.38924965262413025,1.0,0.36874188535818286,1.0252151089639092,1,target,"[411, 411, 411, 411, 411, 374, 374, 374, 374, 374, 374]"
429,swap_atribute,congruent,A bedroom done in animal prints with red and black pillows.,Red and black pillows are featured in an animal print bedroom.,A bedroom done in red and black prints with animal pillows.,0.48842039704322815,0.13567232942960483,0.48842039704322815,1.0,0.5267048085015665,1.0553774813836636,1,target,"[15, 15, 15, 15, 15, 15, 469, 469, 469, 469, 469]"
429,swap_atribute,incongruent,A bedroom done in animal prints with red and black pillows.,A bedroom done in red and black prints with animal pillows.,Red and black pillows are featured in an animal print bedroom.,0.2780131995677948,0.07722588984517381,0.2780131995677948,1.0,0.19245385760236355,1.0068109632888624,1,target,"[15, 15, 15, 15, 15, 15, 16, 16, 16, 16, 16]"
63,swap_atribute,congruent,a large screen showing a person wearing a suit,A person wearing a suit is displayed on a large screen.,A person is not wearing a large suit showing on the screen.,0.5572590231895447,0.15479417049065886,0.5572590231895447,1.0,0.6802378368106086,1.0874896490352077,1,source,"[645, 645, 645, 645, 645, 268, 268, 268, 268, 268, 268]"
63,swap_atribute,incongruent,a large screen showing a person wearing a suit,A person is not wearing a large suit showing on the screen.,A person wearing a suit is displayed on a large screen.,0.8148972988128662,0.22636036555751268,0.8148972988128662,1.0,0.9922425981029156,1.2359678927655344,1,target,"[645, 645, 645, 645, 645, 221, 221, 221, 221, 221, 221]"
471,swap_atribute,congruent,Several white birds standing in a puddle in a parking lot.,"In a parking lot, several white birds are standing in a puddle ",Several birds standing in a white puddle in a parking lot.,0.446571946144104,0.12404776410888226,0.446571946144104,1.0,0.4502642419519653,1.0404497588549066,1,target,"[482, 482, 482, 482, 482, 446, 446, 446, 446, 446, 446]"
471,swap_atribute,incongruent,Several white birds standing in a puddle in a parking lot.,Several birds standing in a white puddle in a parking lot.,"In a parking lot, several white birds are standing in a puddle ",0.27501964569091797,0.07639435022540052,0.27501964569091797,1.0,0.18602602818352856,1.006526025947427,1,target,"[482, 482, 482, 482, 482, 470, 470, 470, 470, 470, 470]"
444,swap_atribute,congruent,Two babies sitting on their potties in the bathroom.,"In the bathroom, two babies are seated on their potties.",Their baby is sitting on two potties in the bathroom.,0.37856054306030273,0.10515569962046091,0.37856054306030273,1.0,0.35470707624777476,1.022475603767242,1,source,"[603, 603, 603, 603, 603, 448, 448, 448, 448, 448, 448]"
444,swap_atribute,incongruent,Two babies sitting on their potties in the bathroom.,Their baby is sitting on two potties in the bathroom.,"In the bathroom, two babies are seated on their potties.",0.5883116722106934,0.16341991791253702,0.5883116722106934,1.0,0.7076461241226282,1.1019289272994404,1,target,"[603, 603, 603, 603, 603, 581, 581, 581, 581, 581, 581]"
468,swap_atribute,congruent,A child stands on an airport tarmac between orange cones in front of an airplane being boarded.,"An airplane is being boarded on an airport tarmac, with a child standing between orange cones in front of it.",A child stands on a orange tarmac between airport cones in front of an airplane being boarded.,0.42178183794021606,0.1171616199270525,0.42178183794021606,1.0,0.4092004352759072,1.0332791044381746,1,target,"[63, 63, 63, 63, 63, 63, 413, 413, 413, 413, 413]"
468,swap_atribute,incongruent,A child stands on an airport tarmac between orange cones in front of an airplane being boarded.,A child stands on a orange tarmac between airport cones in front of an airplane being boarded.,"An airplane is being boarded on an airport tarmac, with a child standing between orange cones in front of it.",0.2064576894044876,0.057349357101002606,0.2064576894044876,1.0,0.10513247907862691,1.0020928793216433,1,target,"[63, 63, 63, 63, 63, 62, 62, 62, 62, 62, 62]"
34,swap_atribute,congruent,Skiers wait to take a lift up a snowy hill.,"Skiers are positioned at the bottom of a snowy hill, waiting to take a lift up to the top.",Skiers wait to take a snowy lift up a hill.,0.48147332668304443,0.13374259694498314,0.48147332668304443,1.0,0.5158377156919584,1.0536164520663032,1,target,"[484, 484, 484, 484, 484, 483, 483, 483, 483, 483, 483]"
34,swap_atribute,incongruent,Skiers wait to take a lift up a snowy hill.,Skiers wait to take a snowy lift up a hill.,"Skiers are positioned at the bottom of a snowy hill, waiting to take a lift up to the top.",0.15794247388839722,0.043872908221211024,0.15794247388839722,1.0,0.06314870926748015,1.000718048395845,1,target,"[484, 484, 484, 484, 484, 484, 485, 485, 485, 485, 485]"
516,swap_atribute,congruent,a piece of yellow cake with white frosting on a paper plate,A yellow cake with white frosting is on a paper plate.,a piece of white cake with yellow frosting on a paper plate,0.4436417520046234,0.12323382563401727,0.4436417520046234,1.0,0.4560819083389016,1.0402039320917547,1,target,"[652, 652, 652, 652, 652, 387, 387, 387, 387, 387, 387]"
516,swap_atribute,incongruent,a piece of yellow cake with white frosting on a paper plate,a piece of white cake with yellow frosting on a paper plate,A yellow cake with white frosting is on a paper plate.,0.22781361639499664,0.06328156217023954,0.22781361639499664,1.0,0.13166377025447626,1.0031581353255317,1,source,"[652, 652, 652, 652, 652, 651, 651, 651, 651, 651, 651]"
195,swap_atribute,congruent,A low flying airplane over a parked silver van.,A silver van is parked while a low flying airplane is above it.,A silver flying airplane over a parked low van.,0.5445014834403992,0.15125041162334596,0.5445014834403992,1.0,0.6259461650471607,1.0850021389533744,1,source,"[163, 163, 163, 163, 163, 163, 307, 307, 307, 307, 307]"
195,swap_atribute,incongruent,A low flying airplane over a parked silver van.,A silver flying airplane over a parked low van.,A silver van is parked while a low flying airplane is above it.,0.47335389256477356,0.13148718985255364,0.47335389256477356,1.0,0.5112798430022446,1.0520498983394826,1,source,"[163, 163, 163, 163, 163, 163, 305, 305, 305, 305, 305]"
651,swap_atribute,congruent,A large body of water with three boats floating on top of it.,A body of water with three boats floating on top of it.,Three bodies of water with a large boat floating on top of each.,0.3599662780761719,0.09999063084922098,0.3599662780761719,1.0,0.3216028493976662,1.0184655169949073,1,target,"[147, 147, 147, 147, 147, 39, 39, 39, 39, 39, 39]"
651,swap_atribute,incongruent,A large body of water with three boats floating on top of it.,Three bodies of water with a large boat floating on top of each.,A body of water with three boats floating on top of it.,0.53731769323349,0.14925492110778077,0.53731769323349,1.0,0.6237071232496317,1.0762776917454902,1,target,"[147, 147, 147, 147, 147, 147, 586, 586, 586, 586, 586]"
295,swap_atribute,congruent,The inside of an empty public bus with black seats.,The black seats of an empty public bus are visible from the inside.,The inside of a black public bus with empty seats.,0.43099135160446167,0.11971982214444206,0.43099135160446167,1.0,0.43464422513942685,1.0356294904351055,1,source,"[530, 530, 530, 530, 530, 513, 513, 513, 513, 513, 513]"
295,swap_atribute,incongruent,The inside of an empty public bus with black seats.,The inside of a black public bus with empty seats.,The black seats of an empty public bus are visible from the inside.,0.324075311422348,0.09002091596455854,0.324075311422348,1.0,0.2597377731527194,1.0121731158832625,1,target,"[530, 530, 530, 530, 530, 529, 529, 529, 529, 529, 529]"
246,swap_atribute,congruent,Three workers stand next to each other with their baked goods behind them.,The three workers stand next to each other with their baked goods positioned behind them.,Their workers stand next to each other with three baked goods behind them.,0.2372734248638153,0.06590928517505472,0.2372734248638153,1.0,0.1445197926814053,1.0035819678737699,1,source,"[599, 599, 599, 599, 599, 568, 568, 568, 568, 568, 568]"
246,swap_atribute,incongruent,Three workers stand next to each other with their baked goods behind them.,Their workers stand next to each other with three baked goods behind them.,The three workers stand next to each other with their baked goods positioned behind them.,0.5218101739883423,0.14494727771715316,0.5218101739883423,1.0,0.5605561202546102,1.070116811867007,1,target,"[599, 599, 599, 599, 599, 582, 582, 582, 582, 582, 582]"
204,swap_atribute,congruent,A green cart with old luggage on it standing by.,The old luggage is on a green cart that is standing by.,An old cart with pink luggage on it standing by.,0.4543182849884033,0.12619952315308758,0.4543182849884033,1.0,0.48280234721489473,1.044527746438247,1,source,"[102, 102, 102, 102, 102, 102, 544, 544, 544, 544, 544]"
204,swap_atribute,incongruent,A green cart with old luggage on it standing by.,An old cart with pink luggage on it standing by.,The old luggage is on a green cart that is standing by.,0.5621238946914673,0.1561455352437709,0.5621238946914673,1.0,0.6606438819821648,1.091910862589194,1,target,"[102, 102, 102, 102, 102, 102, 420, 420, 420, 420, 420]"
134,swap_atribute,congruent,A yellow cat is sitting on a green blanket.,The green blanket is positioned beneath the yellow cat.,A green cat is sitting on a yellow blanket.,0.6789386868476868,0.1885940850783533,0.6789386868476868,1.0,0.8307243245508974,1.156182321510641,1,target,"[388, 388, 388, 388, 388, 388, 525, 525, 525, 525, 525]"
134,swap_atribute,incongruent,A yellow cat is sitting on a green blanket.,A green cat is sitting on a yellow blanket.,The green blanket is positioned beneath the yellow cat.,0.34645989537239075,0.09623885690140113,0.34645989537239075,1.0,0.3041579681732547,1.0159952904908673,1,source,"[388, 388, 388, 388, 388, 103, 103, 103, 103, 103, 103]"
495,swap_atribute,congruent,a black goat standing next to two white goats,A black goat is positioned next to two white goats.,a white goat standing next to two black goats,0.4586808979511261,0.12741136019795168,0.4586808979511261,1.0,0.48818564246773116,1.045028875177947,1,source,"[637, 637, 637, 637, 637, 28, 28, 28, 28, 28, 28]"
495,swap_atribute,incongruent,a black goat standing next to two white goats,a white goat standing next to two black goats,A black goat is positioned next to two white goats.,0.28654909133911133,0.07959697214514298,0.28654909133911133,1.0,0.20788322738882595,1.007535363306513,1,source,"[637, 637, 637, 637, 637, 637, 656, 656, 656, 656, 656]"
600,swap_atribute,congruent,a young kid with a baseball bat gets ready for the pitch,Getting ready for the pitch is a young boy with a baseball bat.,A baseball kid with a young bat gets ready for the pitch.,0.5888550877571106,0.16357086845309765,0.5888550877571106,1.0,0.690209247635273,1.1086545488117894,1,target,"[657, 657, 657, 657, 657, 440, 440, 440, 440, 440, 440]"
600,swap_atribute,incongruent,a young kid with a baseball bat gets ready for the pitch,A baseball kid with a young bat gets ready for the pitch.,Getting ready for the pitch is a young boy with a baseball bat.,0.4081142544746399,0.1133650703487637,0.4081142544746399,1.0,0.4002654531702045,1.029959985181524,1,target,"[657, 657, 657, 657, 657, 7, 7, 7, 7, 7, 7]"
385,swap_atribute,congruent,A kite surfer gets high in the air while their kite is out of the picture frame.,"The kite surfer is positioned high in the air, while their kite is not visible within the frame.",A kite surfer is out of the picture frame while their kite gets high in the air.,0.5188770890235901,0.14413250878297326,0.5188770890235901,1.0,0.5955059013159865,1.0681362801769596,1,source,"[138, 138, 138, 138, 138, 138, 532, 532, 532, 532, 532]"
385,swap_atribute,incongruent,A kite surfer gets high in the air while their kite is out of the picture frame.,A kite surfer is out of the picture frame while their kite gets high in the air.,"The kite surfer is positioned high in the air, while their kite is not visible within the frame.",0.38402876257896423,0.10667465478629606,0.38402876257896423,1.0,0.36275060112031976,1.023467316451758,1,target,"[138, 138, 138, 138, 138, 138, 139, 139, 139, 139, 139]"
311,swap_atribute,congruent,A grey dog with a black collar sits outside in the sun.,The dog with a black collar is positioned outside in the sun.,A black dog with a grey collar sits outside in the sun.,0.6077109575271606,0.16880859497048273,0.6077109575271606,1.0,0.725437481489941,1.1109021409653088,1,source,"[106, 106, 106, 106, 106, 106, 519, 519, 519, 519, 519]"
311,swap_atribute,incongruent,A grey dog with a black collar sits outside in the sun.,A black dog with a grey collar sits outside in the sun.,The dog with a black collar is positioned outside in the sun.,0.25129297375679016,0.06980360330723799,0.25129297375679016,1.0,0.16307814269993495,1.0045456346941846,1,target,"[106, 106, 106, 106, 106, 27, 27, 27, 27, 27, 27]"
218,swap_atribute,congruent,A park bench next to a tree in grassy field.,A tree is situated next to a park bench in a grassy field.,A grassy bench next to a tree in a park field.,0.5163435935974121,0.14342877098953768,0.5163435935974121,1.0,0.5676287043741196,1.068396349418005,1,target,"[172, 172, 172, 172, 172, 172, 354, 354, 354, 354, 354]"
218,swap_atribute,incongruent,A park bench next to a tree in grassy field.,A grassy bench next to a tree in a park field.,A tree is situated next to a park bench in a grassy field.,0.3610844016075134,0.10030121761448653,0.3610844016075134,1.0,0.31467792448096366,1.0188904207480298,1,target,"[172, 172, 172, 172, 172, 100, 100, 100, 100, 100, 100]"
75,swap_atribute,congruent,A white frosted cake sitting in front of some white flowers.,The white flowers are positioned behind the white frosted cake.,Some white frosted flowers sitting in front of a white cake.,0.6015405058860779,0.16709458386094342,0.6015405058860779,1.0,0.6927854547837466,1.1211663783213146,1,source,"[373, 373, 373, 373, 373, 373, 576, 576, 576, 576, 576]"
75,swap_atribute,incongruent,A white frosted cake sitting in front of some white flowers.,Some white frosted flowers sitting in front of a white cake.,The white flowers are positioned behind the white frosted cake.,0.37970855832099915,0.10547459577814369,0.37970855832099915,1.0,0.3574326600139097,1.0223807534327636,1,source,"[373, 373, 373, 373, 373, 373, 495, 495, 495, 495, 495]"
319,swap_atribute,congruent,A spare bedroom with a bed with a flowered blanket.,A bedroom with a bed and a flowered blanket in it.,A flowered bedroom with a bed with a spare blanket.,0.4944380223751068,0.13734390667946242,0.4944380223751068,1.0,0.5324049218116014,1.0591668292863867,1,target,"[325, 325, 325, 325, 325, 17, 17, 17, 17, 17, 17]"
319,swap_atribute,incongruent,A spare bedroom with a bed with a flowered blanket.,A flowered bedroom with a bed with a spare blanket.,A bedroom with a bed and a flowered blanket in it.,0.37306421995162964,0.10362894992330995,0.37306421995162964,1.0,0.3343310119253098,1.0214593470940085,1,target,"[325, 325, 325, 325, 325, 94, 94, 94, 94, 94, 94]"
230,swap_atribute,congruent,A young redheaded person in sunglasses and black tank top holds a black leather purse and a white umbrella.,"A young person with red hair, wearing sunglasses and a black tank top, holds a black leather purse and a white umbrella.",A young redheaded person in sunglasses and white tank top holds a white leather purse and a black umbrella.,0.33099836111068726,0.09194398606861735,0.33099836111068726,1.0,0.2757850658102622,1.0148154921545518,1,source,"[406, 406, 406, 406, 406, 405, 405, 405, 405, 405, 405]"
230,swap_atribute,incongruent,A young redheaded person in sunglasses and black tank top holds a black leather purse and a white umbrella.,A young redheaded person in sunglasses and white tank top holds a white leather purse and a black umbrella.,"A young person with red hair, wearing sunglasses and a black tank top, holds a black leather purse and a white umbrella.",0.15280692279338837,0.04244636967006941,0.15280692279338837,1.0,0.06423689017809689,1.0007543859280241,1,target,"[406, 406, 406, 406, 406, 406, 407, 407, 407, 407, 407]"
395,swap_atribute,congruent,A blue shelf holds different sized silver vases.,The different sized silver vases are held on a blue shelf.,A silver shelf holds different sized blue vases.,0.3767794370651245,0.1046609501018469,0.3767794370651245,1.0,0.32726184991678986,1.0216951698230452,1,target,"[35, 35, 35, 35, 35, 35, 517, 517, 517, 517, 517]"
395,swap_atribute,incongruent,A blue shelf holds different sized silver vases.,A silver shelf holds different sized blue vases.,The different sized silver vases are held on a blue shelf.,0.22786764800548553,0.06329656901961425,0.22786764800548553,1.0,0.12497582075662826,1.0031002943675533,1,target,"[35, 35, 35, 35, 35, 35, 306, 306, 306, 306, 306]"
559,swap_atribute,congruent,Two people riding a motorcycle to the beach.,Two individuals are riding a motorcycle towards the beach.,A beach with two motorcycles ridden by people.,0.533475935459137,0.14818775895889266,0.533475935459137,1.0,0.6393061575868046,1.0760756065632324,1,target,"[617, 617, 617, 617, 617, 607, 607, 607, 607, 607, 607]"
559,swap_atribute,incongruent,Two people riding a motorcycle to the beach.,A beach with two motorcycles ridden by people.,Two individuals are riding a motorcycle towards the beach.,0.7784001231193542,0.21622224610558624,0.7784001231193542,1.0,0.9596418412892281,1.2128361723559171,1,target,"[617, 617, 617, 617, 617, 13, 13, 13, 13, 13, 13]"
253,swap_atribute,congruent,some people and a person in a pink shirt and a yellow frisbee,The person in a pink shirt and a yellow frisbee is among some people.,some people and a person in a yellow shirt and a pink frisbee,0.5442425608634949,0.15117848812957446,0.5442425608634949,1.0,0.6525419764564666,1.0827567244370127,1,source,"[667, 667, 667, 667, 667, 549, 549, 549, 549, 549, 549]"
253,swap_atribute,incongruent,some people and a person in a pink shirt and a yellow frisbee,some people and a person in a yellow shirt and a pink frisbee,The person in a pink shirt and a yellow frisbee is among some people.,0.2579869329929352,0.07166303997533605,0.2579869329929352,1.0,0.1762219503791559,1.0052587819378165,1,source,"[667, 667, 667, 667, 667, 667, 668, 668, 668, 668, 668]"
639,swap_atribute,congruent,A stone building with a blue door on it,A building with a blue door is situated next to a stone structure.,A blue building with a stone door on it.,0.5472825169563293,0.15202291931120804,0.5472825169563293,1.0,0.6276779396064638,1.0834443661985111,1,target,"[330, 330, 330, 330, 330, 47, 47, 47, 47, 47, 47]"
639,swap_atribute,incongruent,A stone building with a blue door on it,A blue building with a stone door on it.,A building with a blue door is situated next to a stone structure.,0.3874759078025818,0.10763218791639458,0.3874759078025818,1.0,0.3642593166638667,1.024737854667564,1,source,"[330, 330, 330, 330, 330, 29, 29, 29, 29, 29, 29]"
474,swap_atribute,congruent,A young child in a black jacket riding a white horse.,A white horse is being rode by a young child in a black jacket.,A young child in a white jacket riding a black horse.,0.48012199997901917,0.13336722382284125,0.48012199997901917,1.0,0.5258545654206159,1.0536961373970044,1,source,"[390, 390, 390, 390, 390, 375, 375, 375, 375, 375, 375]"
474,swap_atribute,incongruent,A young child in a black jacket riding a white horse.,A young child in a white jacket riding a black horse.,A white horse is being rode by a young child in a black jacket.,0.20820198953151703,0.05783388683013237,0.20820198953151703,1.0,0.11134142293833561,1.002133794710658,1,target,"[390, 390, 390, 390, 390, 390, 391, 391, 391, 391, 391]"
52,swap_atribute,congruent,A person on skis is skiing down a snowy hill.,"On a snowy hill, a person on skis is skiing down.",A person in a snowy outfit is skiing down a hill.,0.4700799882411957,0.1305777732985805,0.4700799882411957,1.0,0.5099500282846643,1.0504241584472684,1,source,"[240, 240, 240, 240, 240, 240, 459, 459, 459, 459, 459]"
