example_id,subset,pair_type,source_text,target_text,alternate_text,retrieval_t0,retrieval_t02,retrieval_t05,retrieval_t08,retrieval_t10,off_manifold_mean,detour_ratio,dual_detour_ratio
429,swap_atribute,congruent,A bedroom done in animal prints with red and black pillows.,Red and black pillows are featured in an animal print bedroom.,A bedroom done in red and black prints with animal pillows.,A bedroom done in animal prints with red and black pillows.,A bedroom done in animal prints with red and black pillows.,A bedroom done in animal prints with red and black pillows.,Red and black pillows are featured in an animal print bedroom.,Red and black pillows are featured in an animal print bedroom.,0.13567232942960483,1.0,1.0553774813836636
429,swap_atribute,incongruent,A bedroom done in animal prints with red and black pillows.,A bedroom done in red and black prints with animal pillows.,Red and black pillows are featured in an animal print bedroom.,A bedroom done in animal prints with red and black pillows.,A bedroom done in animal prints with red and black pillows.,A bedroom done in animal prints with red and black pillows.,A bedroom done in red and black prints with animal pillows.,A bedroom done in red and black prints with animal pillows.,0.07722588984517381,1.0,1.0068109632888624
63,swap_atribute,congruent,a large screen showing a person wearing a suit,A person wearing a suit is displayed on a large screen.,A person is not wearing a large suit showing on the screen.,a large screen showing a person wearing a suit,a large screen showing a person wearing a suit,A person wearing a suit is displayed on a large screen.,A person wearing a suit is displayed on a large screen.,A person wearing a suit is displayed on a large screen.,0.15479417049065886,1.0,1.0874896490352077
63,swap_atribute,incongruent,a large screen showing a person wearing a suit,A person is not wearing a large suit showing on the screen.,A person wearing a suit is displayed on a large screen.,a large screen showing a person wearing a suit,a large screen showing a person wearing a suit,A person is not wearing a large suit showing on the screen.,A person is not wearing a large suit showing on the screen.,A person is not wearing a large suit showing on the screen.,0.22636036555751268,1.0,1.2359678927655344
471,swap_atribute,congruent,Several white birds standing in a puddle in a parking lot.,"In a parking lot, several white birds are standing in a puddle ",Several birds standing in a white puddle in a parking lot.,Several white birds standing in a puddle in a parking lot.,Several white birds standing in a puddle in a parking lot.,"In a parking lot, several white birds are standing in a puddle ","In a parking lot, several white birds are standing in a puddle ","In a parking lot, several white birds are standing in a puddle ",0.12404776410888226,1.0,1.0404497588549066
471,swap_atribute,incongruent,Several white birds standing in a puddle in a parking lot.,Several birds standing in a white puddle in a parking lot.,"In a parking lot, several white birds are standing in a puddle ",Several white birds standing in a puddle in a parking lot.,Several white birds standing in a puddle in a parking lot.,Several birds standing in a white puddle in a parking lot.,Several birds standing in a white puddle in a parking lot.,Several birds standing in a white puddle in a parking lot.,0.07639435022540052,1.0,1.006526025947427
444,swap_atribute,congruent,Two babies sitting on their potties in the bathroom.,"In the bathroom, two babies are seated on their potties.",Their baby is sitting on two potties in the bathroom.,Two babies sitting on their potties in the bathroom.,Two babies sitting on their potties in the bathroom.,"In the bathroom, two babies are seated on their potties.","In the bathroom, two babies are seated on their potties.","In the bathroom, two babies are seated on their potties.",0.10515569962046091,1.0,1.022475603767242
444,swap_atribute,incongruent,Two babies sitting on their potties in the bathroom.,Their baby is sitting on two potties in the bathroom.,"In the bathroom, two babies are seated on their potties.",Two babies sitting on their potties in the bathroom.,Two babies sitting on their potties in the bathroom.,Their baby is sitting on two potties in the bathroom.,Their baby is sitting on two potties in the bathroom.,Their baby is sitting on two potties in the bathroom.,0.16341991791253702,1.0,1.1019289272994404
468,swap_atribute,congruent,A child stands on an airport tarmac between orange cones in front of an airplane being boarded.,"An airplane is being boarded on an airport tarmac, with a child standing between orange cones in front of it.",A child stands on a orange tarmac between airport cones in front of an airplane being boarded.,A child stands on an airport tarmac between orange cones in front of an airplane being boarded.,A child stands on an airport tarmac between orange cones in front of an airplane being boarded.,A child stands on an airport tarmac between orange cones in front of an airplane being boarded.,"An airplane is being boarded on an airport tarmac, with a child standing between orange cones in front of it.","An airplane is being boarded on an airport tarmac, with a child standing between orange cones in front of it.",0.1171616199270525,1.0,1.0332791044381746
468,swap_atribute,incongruent,A child stands on an airport tarmac between orange cones in front of an airplane being boarded.,A child stands on a orange tarmac between airport cones in front of an airplane being boarded.,"An airplane is being boarded on an airport tarmac, with a child standing between orange cones in front of it.",A child stands on an airport tarmac between orange cones in front of an airplane being boarded.,A child stands on an airport tarmac between orange cones in front of an airplane being boarded.,A child stands on a orange tarmac between airport cones in front of an airplane being boarded.,A child stands on a orange tarmac between airport cones in front of an airplane being boarded.,A child stands on a orange tarmac between airport cones in front of an airplane being boarded.,0.057349357101002606,1.0,1.0020928793216433
34,swap_atribute,congruent,Skiers wait to take a lift up a snowy hill.,"Skiers are positioned at the bottom of a snowy hill, waiting to take a lift up to the top.",Skiers wait to take a snowy lift up a hill.,Skiers wait to take a lift up a snowy hill.,Skiers wait to take a lift up a snowy hill.,"Skiers are positioned at the bottom of a snowy hill, waiting to take a lift up to the top.","Skiers are positioned at the bottom of a snowy hill, waiting to take a lift up to the top.","Skiers are positioned at the bottom of a snowy hill, waiting to take a lift up to the top.",0.13374259694498314,1.0,1.0536164520663032
34,swap_atribute,incongruent,Skiers wait to take a lift up a snowy hill.,Skiers wait to take a snowy lift up a hill.,"Skiers are positioned at the bottom of a snowy hill, waiting to take a lift up to the top.",Skiers wait to take a lift up a snowy hill.,Skiers wait to take a lift up a snowy hill.,Skiers wait to take a lift up a snowy hill.,Skiers wait to take a snowy lift up a hill.,Skiers wait to take a snowy lift up a hill.,0.043872908221211024,1.0,1.000718048395845
516,swap_atribute,congruent,a piece of yellow cake with white frosting on a paper plate,A yellow cake with white frosting is on a paper plate.,a piece of white cake with yellow frosting on a paper plate,a piece of yellow cake with white frosting on a paper plate,a piece of yellow cake with white frosting on a paper plate,A yellow cake with white frosting is on a paper plate.,A yellow cake with white frosting is on a paper plate.,A yellow cake with white frosting is on a paper plate.,0.12323382563401727,1.0,1.0402039320917547
516,swap_atribute,incongruent,a piece of yellow cake with white frosting on a paper plate,a piece of white cake with yellow frosting on a paper plate,A yellow cake with white frosting is on a paper plate.,a piece of yellow cake with white frosting on a paper plate,a piece of yellow cake with white frosting on a paper plate,a piece of white cake with yellow frosting on a paper plate,a piece of white cake with yellow frosting on a paper plate,a piece of white cake with yellow frosting on a paper plate,0.06328156217023954,1.0,1.0031581353255317
195,swap_atribute,congruent,A low flying airplane over a parked silver van.,A silver van is parked while a low flying airplane is above it.,A silver flying airplane over a parked low van.,A low flying airplane over a parked silver van.,A low flying airplane over a parked silver van.,A low flying airplane over a parked silver van.,A silver van is parked while a low flying airplane is above it.,A silver van is parked while a low flying airplane is above it.,0.15125041162334596,1.0,1.0850021389533744
195,swap_atribute,incongruent,A low flying airplane over a parked silver van.,A silver flying airplane over a parked low van.,A silver van is parked while a low flying airplane is above it.,A low flying airplane over a parked silver van.,A low flying airplane over a parked silver van.,A low flying airplane over a parked silver van.,A silver flying airplane over a parked low van.,A silver flying airplane over a parked low van.,0.13148718985255364,1.0,1.0520498983394826
651,swap_atribute,congruent,A large body of water with three boats floating on top of it.,A body of water with three boats floating on top of it.,Three bodies of water with a large boat floating on top of each.,A large body of water with three boats floating on top of it.,A large body of water with three boats floating on top of it.,A body of water with three boats floating on top of it.,A body of water with three boats floating on top of it.,A body of water with three boats floating on top of it.,0.09999063084922098,1.0,1.0184655169949073
651,swap_atribute,incongruent,A large body of water with three boats floating on top of it.,Three bodies of water with a large boat floating on top of each.,A body of water with three boats floating on top of it.,A large body of water with three boats floating on top of it.,A large body of water with three boats floating on top of it.,A large body of water with three boats floating on top of it.,Three bodies of water with a large boat floating on top of each.,Three bodies of water with a large boat floating on top of each.,0.14925492110778077,1.0,1.0762776917454902
295,swap_atribute,congruent,The inside of an empty public bus with black seats.,The black seats of an empty public bus are visible from the inside.,The inside of a black public bus with empty seats.,The inside of an empty public bus with black seats.,The inside of an empty public bus with black seats.,The black seats of an empty public bus are visible from the inside.,The black seats of an empty public bus are visible from the inside.,The black seats of an empty public bus are visible from the inside.,0.11971982214444206,1.0,1.0356294904351055
295,swap_atribute,incongruent,The inside of an empty public bus with black seats.,The inside of a black public bus with empty seats.,The black seats of an empty public bus are visible from the inside.,The inside of an empty public bus with black seats.,The inside of an empty public bus with black seats.,The inside of a black public bus with empty seats.,The inside of a black public bus with empty seats.,The inside of a black public bus with empty seats.,0.09002091596455854,1.0,1.0121731158832625
246,swap_atribute,congruent,Three workers stand next to each other with their baked goods behind them.,The three workers stand next to each other with their baked goods positioned behind them.,Their workers stand next to each other with three baked goods behind them.,Three workers stand next to each other with their baked goods behind them.,Three workers stand next to each other with their baked goods behind them.,The three workers stand next to each other with their baked goods positioned behind them.,The three workers stand next to each other with their baked goods positioned behind them.,The three workers stand next to each other with their baked goods positioned behind them.,0.06590928517505472,1.0,1.0035819678737699
246,swap_atribute,incongruent,Three workers stand next to each other with their baked goods behind them.,Their workers stand next to each other with three baked goods behind them.,The three workers stand next to each other with their baked goods positioned behind them.,Three workers stand next to each other with their baked goods behind them.,Three workers stand next to each other with their baked goods behind them.,Their workers stand next to each other with three baked goods behind them.,Their workers stand next to each other with three baked goods behind them.,Their workers stand next to each other with three baked goods behind them.,0.14494727771715316,1.0,1.070116811867007
204,swap_atribute,congruent,A green cart with old luggage on it standing by.,The old luggage is on a green cart that is standing by.,An old cart with pink luggage on it standing by.,A green cart with old luggage on it standing by.,A green cart with old luggage on it standing by.,A green cart with old luggage on it standing by.,The old luggage is on a green cart that is standing by.,The old luggage is on a green cart that is standing by.,0.12619952315308758,1.0,1.044527746438247
204,swap_atribute,incongruent,A green cart with old luggage on it standing by.,An old cart with pink luggage on it standing by.,The old luggage is on a green cart that is standing by.,A green cart with old luggage on it standing by.,A green cart with old luggage on it standing by.,A green cart with old luggage on it standing by.,An old cart with pink luggage on it standing by.,An old cart with pink luggage on it standing by.,0.1561455352437709,1.0,1.091910862589194
134,swap_atribute,congruent,A yellow cat is sitting on a green blanket.,The green blanket is positioned beneath the yellow cat.,A green cat is sitting on a yellow blanket.,A yellow cat is sitting on a green blanket.,A yellow cat is sitting on a green blanket.,A yellow cat is sitting on a green blanket.,The green blanket is positioned beneath the yellow cat.,The green blanket is positioned beneath the yellow cat.,0.1885940850783533,1.0,1.156182321510641
134,swap_atribute,incongruent,A yellow cat is sitting on a green blanket.,A green cat is sitting on a yellow blanket.,The green blanket is positioned beneath the yellow cat.,A yellow cat is sitting on a green blanket.,A yellow cat is sitting on a green blanket.,A green cat is sitting on a yellow blanket.,A green cat is sitting on a yellow blanket.,A green cat is sitting on a yellow blanket.,0.09623885690140113,1.0,1.0159952904908673
495,swap_atribute,congruent,a black goat standing next to two white goats,A black goat is positioned next to two white goats.,a white goat standing next to two black goats,a black goat standing next to two white goats,a black goat standing next to two white goats,A black goat is positioned next to two white goats.,A black goat is positioned next to two white goats.,A black goat is positioned next to two white goats.,0.12741136019795168,1.0,1.045028875177947
495,swap_atribute,incongruent,a black goat standing next to two white goats,a white goat standing next to two black goats,A black goat is positioned next to two white goats.,a black goat standing next to two white goats,a black goat standing next to two white goats,a black goat standing next to two white goats,a white goat standing next to two black goats,a white goat standing next to two black goats,0.07959697214514298,1.0,1.007535363306513
600,swap_atribute,congruent,a young kid with a baseball bat gets ready for the pitch,Getting ready for the pitch is a young boy with a baseball bat.,A baseball kid with a young bat gets ready for the pitch.,a young kid with a baseball bat gets ready for the pitch,a young kid with a baseball bat gets ready for the pitch,Getting ready for the pitch is a young boy with a baseball bat.,Getting ready for the pitch is a young boy with a baseball bat.,Getting ready for the pitch is a young boy with a baseball bat.,0.16357086845309765,1.0,1.1086545488117894
600,swap_atribute,incongruent,a young kid with a baseball bat gets ready for the pitch,A baseball kid with a young bat gets ready for the pitch.,Getting ready for the pitch is a young boy with a baseball bat.,a young kid with a baseball bat gets ready for the pitch,a young kid with a baseball bat gets ready for the pitch,A baseball kid with a young bat gets ready for the pitch.,A baseball kid with a young bat gets ready for the pitch.,A baseball kid with a young bat gets ready for the pitch.,0.1133650703487637,1.0,1.029959985181524
385,swap_atribute,congruent,A kite surfer gets high in the air while their kite is out of the picture frame.,"The kite surfer is positioned high in the air, while their kite is not visible within the frame.",A kite surfer is out of the picture frame while their kite gets high in the air.,A kite surfer gets high in the air while their kite is out of the picture frame.,A kite surfer gets high in the air while their kite is out of the picture frame.,A kite surfer gets high in the air while their kite is out of the picture frame.,"The kite surfer is positioned high in the air, while their kite is not visible within the frame.","The kite surfer is positioned high in the air, while their kite is not visible within the frame.",0.14413250878297326,1.0,1.0681362801769596
385,swap_atribute,incongruent,A kite surfer gets high in the air while their kite is out of the picture frame.,A kite surfer is out of the picture frame while their kite gets high in the air.,"The kite surfer is positioned high in the air, while their kite is not visible within the frame.",A kite surfer gets high in the air while their kite is out of the picture frame.,A kite surfer gets high in the air while their kite is out of the picture frame.,A kite surfer gets high in the air while their kite is out of the picture frame.,A kite surfer is out of the picture frame while their kite gets high in the air.,A kite surfer is out of the picture frame while their kite gets high in the air.,0.10667465478629606,1.0,1.023467316451758
311,swap_atribute,congruent,A grey dog with a black collar sits outside in the sun.,The dog with a black collar is positioned outside in the sun.,A black dog with a grey collar sits outside in the sun.,A grey dog with a black collar sits outside in the sun.,A grey dog with a black collar sits outside in the sun.,A grey dog with a black collar sits outside in the sun.,The dog with a black collar is positioned outside in the sun.,The dog with a black collar is positioned outside in the sun.,0.16880859497048273,1.0,1.1109021409653088
311,swap_atribute,incongruent,A grey dog with a black collar sits outside in the sun.,A black dog with a grey collar sits outside in the sun.,The dog with a black collar is positioned outside in the sun.,A grey dog with a black collar sits outside in the sun.,A grey dog with a black collar sits outside in the sun.,A black dog with a grey collar sits outside in the sun.,A black dog with a grey collar sits outside in the sun.,A black dog with a grey collar sits outside in the sun.,0.06980360330723799,1.0,1.0045456346941846
218,swap_atribute,congruent,A park bench next to a tree in grassy field.,A tree is situated next to a park bench in a grassy field.,A grassy bench next to a tree in a park field.,A park bench next to a tree in grassy field.,A park bench next to a tree in grassy field.,A park bench next to a tree in grassy field.,A tree is situated next to a park bench in a grassy field.,A tree is situated next to a park bench in a grassy field.,0.14342877098953768,1.0,1.068396349418005
218,swap_atribute,incongruent,A park bench next to a tree in grassy field.,A grassy bench next to a tree in a park field.,A tree is situated next to a park bench in a grassy field.,A park bench next to a tree in grassy field.,A park bench next to a tree in grassy field.,A grassy bench next to a tree in a park field.,A grassy bench next to a tree in a park field.,A grassy bench next to a tree in a park field.,0.10030121761448653,1.0,1.0188904207480298
75,swap_atribute,congruent,A white frosted cake sitting in front of some white flowers.,The white flowers are positioned behind the white frosted cake.,Some white frosted flowers sitting in front of a white cake.,A white frosted cake sitting in front of some white flowers.,A white frosted cake sitting in front of some white flowers.,A white frosted cake sitting in front of some white flowers.,The white flowers are positioned behind the white frosted cake.,The white flowers are positioned behind the white frosted cake.,0.16709458386094342,1.0,1.1211663783213146
75,swap_atribute,incongruent,A white frosted cake sitting in front of some white flowers.,Some white frosted flowers sitting in front of a white cake.,The white flowers are positioned behind the white frosted cake.,A white frosted cake sitting in front of some white flowers.,A white frosted cake sitting in front of some white flowers.,A white frosted cake sitting in front of some white flowers.,Some white frosted flowers sitting in front of a white cake.,Some white frosted flowers sitting in front of a white cake.,0.10547459577814369,1.0,1.0223807534327636
319,swap_atribute,congruent,A spare bedroom with a bed with a flowered blanket.,A bedroom with a bed and a flowered blanket in it.,A flowered bedroom with a bed with a spare blanket.,A spare bedroom with a bed with a flowered blanket.,A spare bedroom with a bed with a flowered blanket.,A bedroom with a bed and a flowered blanket in it.,A bedroom with a bed and a flowered blanket in it.,A bedroom with a bed and a flowered blanket in it.,0.13734390667946242,1.0,1.0591668292863867
319,swap_atribute,incongruent,A spare bedroom with a bed with a flowered blanket.,A flowered bedroom with a bed with a spare blanket.,A bedroom with a bed and a flowered blanket in it.,A spare bedroom with a bed with a flowered blanket.,A spare bedroom with a bed with a flowered blanket.,A flowered bedroom with a bed with a spare blanket.,A flowered bedroom with a bed with a spare blanket.,A flowered bedroom with a bed with a spare blanket.,0.10362894992330995,1.0,1.0214593470940085
230,swap_atribute,congruent,A young redheaded person in sunglasses and black tank top holds a black leather purse and a white umbrella.,"A young person with red hair, wearing sunglasses and a black tank top, holds a black leather purse and a white umbrella.",A young redheaded person in sunglasses and white tank top holds a white leather purse and a black umbrella.,A young redheaded person in sunglasses and black tank top holds a black leather purse and a white umbrella.,A young redheaded person in sunglasses and black tank top holds a black leather purse and a white umbrella.,"A young person with red hair, wearing sunglasses and a black tank top, holds a black leather purse and a white umbrella.","A young person with red hair, wearing sunglasses and a black tank top, holds a black leather purse and a white umbrella.","A young person with red hair, wearing sunglasses and a black tank top, holds a black leather purse and a white umbrella.",0.09194398606861735,1.0,1.0148154921545518
230,swap_atribute,incongruent,A young redheaded person in sunglasses and black tank top holds a black leather purse and a white umbrella.,A young redheaded person in sunglasses and white tank top holds a white leather purse and a black umbrella.,"A young person with red hair, wearing sunglasses and a black tank top, holds a black leather purse and a white umbrella.",A young redheaded person in sunglasses and black tank top holds a black leather purse and a white umbrella.,A young redheaded person in sunglasses and black tank top holds a black leather purse and a white umbrella.,A young redheaded person in sunglasses and black tank top holds a black leather purse and a white umbrella.,A young redheaded person in sunglasses and white tank top holds a white leather purse and a black umbrella.,A young redheaded person in sunglasses and white tank top holds a white leather purse and a black umbrella.,0.04244636967006941,1.0,1.0007543859280241
395,swap_atribute,congruent,A blue shelf holds different sized silver vases.,The different sized silver vases are held on a blue shelf.,A silver shelf holds different sized blue vases.,A blue shelf holds different sized silver vases.,A blue shelf holds different sized silver vases.,A blue shelf holds different sized silver vases.,The different sized silver vases are held on a blue shelf.,The different sized silver vases are held on a blue shelf.,0.1046609501018469,1.0,1.0216951698230452
395,swap_atribute,incongruent,A blue shelf holds different sized silver vases.,A silver shelf holds different sized blue vases.,The different sized silver vases are held on a blue shelf.,A blue shelf holds different sized silver vases.,A blue shelf holds different sized silver vases.,A blue shelf holds different sized silver vases.,A silver shelf holds different sized blue vases.,A silver shelf holds different sized blue vases.,0.06329656901961425,1.0,1.0031002943675533
559,swap_atribute,congruent,Two people riding a motorcycle to the beach.,Two individuals are riding a motorcycle towards the beach.,A beach with two motorcycles ridden by people.,Two people riding a motorcycle to the beach.,Two people riding a motorcycle to the beach.,Two individuals are riding a motorcycle towards the beach.,Two individuals are riding a motorcycle towards the beach.,Two individuals are riding a motorcycle towards the beach.,0.14818775895889266,1.0,1.0760756065632324
559,swap_atribute,incongruent,Two people riding a motorcycle to the beach.,A beach with two motorcycles ridden by people.,Two individuals are riding a motorcycle towards the beach.,Two people riding a motorcycle to the beach.,Two people riding a motorcycle to the beach.,A beach with two motorcycles ridden by people.,A beach with two motorcycles ridden by people.,A beach with two motorcycles ridden by people.,0.21622224610558624,1.0,1.2128361723559171
253,swap_atribute,congruent,some people and a person in a pink shirt and a yellow frisbee,The person in a pink shirt and a yellow frisbee is among some people.,some people and a person in a yellow shirt and a pink frisbee,some people and a person in a pink shirt and a yellow frisbee,some people and a person in a pink shirt and a yellow frisbee,The person in a pink shirt and a yellow frisbee is among some people.,The person in a pink shirt and a yellow frisbee is among some people.,The person in a pink shirt and a yellow frisbee is among some people.,0.15117848812957446,1.0,1.0827567244370127
253,swap_atribute,incongruent,some people and a person in a pink shirt and a yellow frisbee,some people and a person in a yellow shirt and a pink frisbee,The person in a pink shirt and a yellow frisbee is among some people.,some people and a person in a pink shirt and a yellow frisbee,some people and a person in a pink shirt and a yellow frisbee,some people and a person in a pink shirt and a yellow frisbee,some people and a person in a yellow shirt and a pink frisbee,some people and a person in a yellow shirt and a pink frisbee,0.07166303997533605,1.0,1.0052587819378165
639,swap_atribute,congruent,A stone building with a blue door on it,A building with a blue door is situated next to a stone structure.,A blue building with a stone door on it.,A stone building with a blue door on it,A stone building with a blue door on it,A building with a blue door is situated next to a stone structure.,A building with a blue door is situated next to a stone structure.,A building with a blue door is situated next to a stone structure.,0.15202291931120804,1.0,1.0834443661985111
639,swap_atribute,incongruent,A stone building with a blue door on it,A blue building with a stone door on it.,A building with a blue door is situated next to a stone structure.,A stone building with a blue door on it,A stone building with a blue door on it,A blue building with a stone door on it.,A blue building with a stone door on it.,A blue building with a stone door on it.,0.10763218791639458,1.0,1.024737854667564
474,swap_atribute,congruent,A young child in a black jacket riding a white horse.,A white horse is being rode by a young child in a black jacket.,A young child in a white jacket riding a black horse.,A young child in a black jacket riding a white horse.,A young child in a black jacket riding a white horse.,A white horse is being rode by a young child in a black jacket.,A white horse is being rode by a young child in a black jacket.,A white horse is being rode by a young child in a black jacket.,0.13336722382284125,1.0,1.0536961373970044
474,swap_atribute,incongruent,A young child in a black jacket riding a white horse.,A young child in a white jacket riding a black horse.,A white horse is being rode by a young child in a black jacket.,A young child in a black jacket riding a white horse.,A young child in a black jacket riding a white horse.,A young child in a black jacket riding a white horse.,A young child in a white jacket riding a black horse.,A young child in a white jacket riding a black horse.,0.05783388683013237,1.0,1.002133794710658
52,swap_atribute,congruent,A person on skis is skiing down a snowy hill.,"On a snowy hill, a person on skis is skiing down.",A person in a snowy outfit is skiing down a hill.,A person on skis is skiing down a snowy hill.,A person on skis is skiing down a snowy hill.,A person on skis is skiing down a snowy hill.,"On a snowy hill, a person on skis is skiing down.","On a snowy hill, a person on skis is skiing down.",0.1305777732985805,1.0,1.0504241584472684
52,swap_atribute,incongruent,A person on skis is skiing down a snowy hill.,A person in a snowy outfit is skiing down a hill.,"On a snowy hill, a person on skis is skiing down.",A person on skis is skiing down a snowy hill.,A person on skis is skiing down a snowy hill.,A person in a snowy outfit is skiing down a hill.,A person in a snowy outfit is skiing down a hill.,A person in a snowy outfit is skiing down a hill.,0.16204972464060827,1.0,1.1048193186944477
167,swap_atribute,congruent,Several people are swimming in the ocean with two empty chairs and an umbrella on the beach.,Several individuals are swimming in the ocean with two empty chairs and an umbrella on the shore.,Two people are swimming in the ocean with several empty chairs and an umbrella on the beach.,Several people are swimming in the ocean with two empty chairs and an umbrella on the beach.,Several people are swimming in the ocean with two empty chairs and an umbrella on the beach.,Several individuals are swimming in the ocean with two empty chairs and an umbrella on the shore.,Several individuals are swimming in the ocean with two empty chairs and an umbrella on the shore.,Several individuals are swimming in the ocean with two empty chairs and an umbrella on the shore.,0.10880580668329662,1.0,1.0251722237153156
167,swap_atribute,incongruent,Several people are swimming in the ocean with two empty chairs and an umbrella on the beach.,Two people are swimming in the ocean with several empty chairs and an umbrella on the beach.,Several individuals are swimming in the ocean with two empty chairs and an umbrella on the shore.,Several people are swimming in the ocean with two empty chairs and an umbrella on the beach.,Several people are swimming in the ocean with two empty chairs and an umbrella on the beach.,Several people are swimming in the ocean with two empty chairs and an umbrella on the beach.,Two people are swimming in the ocean with several empty chairs and an umbrella on the beach.,Two people are swimming in the ocean with several empty chairs and an umbrella on the beach.,0.13639490647701052,1.0,1.0567332815694683
585,swap_atribute,congruent,Many people are sitting on two benches next to a light pole.,Many individuals are seated on two benches adjacent to a light pole.,Two people are sitting on many benches next to a light pole.,Many people are sitting on two benches next to a light pole.,Many people are sitting on two benches next to a light pole.,Many individuals are seated on two benches adjacent to a light pole.,Many individuals are seated on two benches adjacent to a light pole.,Many individuals are seated on two benches adjacent to a light pole.,0.1409023846318172,1.0,1.0635755248093561
585,swap_atribute,incongruent,Many people are sitting on two benches next to a light pole.,Two people are sitting on many benches next to a light pole.,Many individuals are seated on two benches adjacent to a light pole.,Many people are sitting on two benches next to a light pole.,Many people are sitting on two benches next to a light pole.,Many people are sitting on two benches next to a light pole.,Two people are sitting on many benches next to a light pole.,Two people are sitting on many benches next to a light pole.,0.13877799247225464,1.0,1.0604087264688877
65,swap_atribute,congruent,A person in yellow shirt and black shorts playing a game of tennis.,A person in a yellow shirt and black shorts is playing a game of tennis.,A person in black shirt and yellow shorts playing a game of tennis.,A person in yellow shirt and black shorts playing a game of tennis.,A person in yellow shirt and black shorts playing a game of tennis.,A person in a yellow shirt and black shorts is playing a game of tennis.,A person in a yellow shirt and black shorts is playing a game of tennis.,A person in a yellow shirt and black shorts is playing a game of tennis.,0.06474980272655802,1.0,1.003464506270065
65,swap_atribute,incongruent,A person in yellow shirt and black shorts playing a game of tennis.,A person in black shirt and yellow shorts playing a game of tennis.,A person in a yellow shirt and black shorts is playing a game of tennis.,A person in yellow shirt and black shorts playing a game of tennis.,A person in yellow shirt and black shorts playing a game of tennis.,A person in black shirt and yellow shorts playing a game of tennis.,A person in black shirt and yellow shorts playing a game of tennis.,A person in black shirt and yellow shorts playing a game of tennis.,0.06600672750061891,1.0,1.0036488755191078
190,swap_atribute,congruent,a kitchen with white appliances and brown cupboards,The kitchen has white appliances and brown cupboards.,a kitchen with brown appliances and white cupboards,a kitchen with white appliances and brown cupboards,a kitchen with white appliances and brown cupboards,The kitchen has white appliances and brown cupboards.,The kitchen has white appliances and brown cupboards.,The kitchen has white appliances and brown cupboards.,0.10990619065604233,1.0,1.0273696151888554
190,swap_atribute,incongruent,a kitchen with white appliances and brown cupboards,a kitchen with brown appliances and white cupboards,The kitchen has white appliances and brown cupboards.,a kitchen with white appliances and brown cupboards,a kitchen with white appliances and brown cupboards,a kitchen with brown appliances and white cupboards,a kitchen with brown appliances and white cupboards,a kitchen with brown appliances and white cupboards,0.05947316997393432,1.0,1.002414103884245
174,swap_atribute,congruent,An upscale living area containing white and glass furniture with brown accents.,The upscale living area is furnished with white and glass furniture and has brown accents.,An upscale living area not containing brown and glass furniture with white accents.,An upscale living area containing white and glass furniture with brown accents.,An upscale living area containing white and glass furniture with brown accents.,An upscale living area containing white and glass furniture with brown accents.,The upscale living area is furnished with white and glass furniture and has brown accents.,The upscale living area is furnished with white and glass furniture and has brown accents.,0.11094228149171682,1.0,1.0271957448403166
174,swap_atribute,incongruent,An upscale living area containing white and glass furniture with brown accents.,An upscale living area not containing brown and glass furniture with white accents.,The upscale living area is furnished with white and glass furniture and has brown accents.,An upscale living area containing white and glass furniture with brown accents.,An upscale living area containing white and glass furniture with brown accents.,An upscale living area containing white and glass furniture with brown accents.,An upscale living area not containing brown and glass furniture with white accents.,An upscale living area not containing brown and glass furniture with white accents.,0.11976021643478828,1.0,1.0360787591524714
435,swap_atribute,congruent,A person holding onto a yellow frisbee while having long hair.,A person with long hair is holding onto a yellow frisbee.,A person holding onto a long frisbee while having yellow hair.,A person holding onto a yellow frisbee while having long hair.,A person holding onto a yellow frisbee while having long hair.,A person holding onto a yellow frisbee while having long hair.,A person with long hair is holding onto a yellow frisbee.,A person with long hair is holding onto a yellow frisbee.,0.08453822861222365,1.0,1.009495732393692
435,swap_atribute,incongruent,A person holding onto a yellow frisbee while having long hair.,A person holding onto a long frisbee while having yellow hair.,A person with long hair is holding onto a yellow frisbee.,A person holding onto a yellow frisbee while having long hair.,A person holding onto a yellow frisbee while having long hair.,A person holding onto a long frisbee while having yellow hair.,A person holding onto a long frisbee while having yellow hair.,A person holding onto a long frisbee while having yellow hair.,0.09060212994905885,1.0,1.0124406830342452
280,swap_atribute,congruent,Food trucks are parked around small oval tables.,Small oval tables are surrounded by food trucks.,Oval food trucks are parked around small tables.,Food trucks are parked around small oval tables.,Food trucks are parked around small oval tables.,Food trucks are parked around small oval tables.,Small oval tables are surrounded by food trucks.,Small oval tables are surrounded by food trucks.,0.1480689363388855,1.0,1.0823659613743508
280,swap_atribute,incongruent,Food trucks are parked around small oval tables.,Oval food trucks are parked around small tables.,Small oval tables are surrounded by food trucks.,Food trucks are parked around small oval tables.,Food trucks are parked around small oval tables.,Food trucks are parked around small oval tables.,Oval food trucks are parked around small tables.,Oval food trucks are parked around small tables.,0.11736983856898196,1.0,1.0333208651716448
